"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"NETDIS-WSDEVNT-Out-TCP-NoScope";"Découverte du réseau (Événements WSD-Trafic sortant)";"Règle de trafic sortant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"5357";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP-Active";"Découverte de réseau (SSDP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-Out-UDP-Active";"Découverte de réseau (SSDP-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP-Active";"Découverte de réseau (UPnP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-Out-TCP-Active";"Découverte de réseau (UPnP-Sortie)";"Règle de trafic sortant pour la découverte du réseau qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnP-Out-TCP-Active";"Découverte du réseau (Trafic sortant sur l’hôte du périphérique Plug-and-Play universel)";"Règle de trafic sortant pour la découverte du réseau qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP-Active";"Découverte de réseau (NB-Nom-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-Out-UDP-Active";"Découverte de réseau (NB-Nom-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"137";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP-Active";"Découverte de réseau (NB-Datagramme-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-Out-UDP-Active";"Découverte de réseau (NB-Datagramme-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"138";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-In-UDP-Active";"Découverte de réseau (WSD-Entrée)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-DAS-In-UDP-Active";"Découverte de réseau (WSD entrant)";"Règle de trafic entrant pour que Découverte de réseau découvre les périphériques par l’infrastructure d’association de périphériques. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\dashost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-Out-UDP-Active";"Découverte de réseau (WSD-Sortie)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-In-UDP-Active";"Découverte de réseau (LLMNR-UDP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la résolution LLMNR (Link Local Multicast Name Resolution). [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-Out-UDP-Active";"Découverte de réseau (LLMNR-UDP-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution LLMNR (Link Local Multicast Name Resolution). [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP-Active";"Découverte du réseau (Pub-WSD-In)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-Out-UDP-Active";"Découverte du réseau (Pub WSD-Out)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP-Active";"Découverte du réseau (WSD EventsSecure-In)";"Règle de trafic entrant pour que la Découverte du réseau autorise les événements WSDAPI sécurisés via la découverte des fonctions. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-Out-TCP-Active";"Découverte du réseau (WSD EventsSecure-Out)";"Règle de trafic sortant pour que la Découverte du réseau autorise les événements WSDAPI via la découverte de fonctions. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"5358";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP-Active";"Découverte du réseau (Événements WSD-Trafic entrant)";"Règle de trafic entrant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5357";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-Out-TCP-Active";"Découverte du réseau (Événements WSD-Trafic sortant)";"Règle de trafic sortant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"5357";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP";"Découverte de réseau (SSDP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP-Teredo";"Découverte de réseau pour Teredo (SSDP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";;"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-Out-UDP";"Découverte de réseau (SSDP-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnP-Out-TCP";"Découverte du réseau (Trafic sortant sur l’hôte du périphérique Plug-and-Play universel)";"Règle de trafic sortant pour la découverte du réseau qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP";"Découverte de réseau (UPnP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP-Teredo";"Découverte de réseau pour Teredo (UPnP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";;"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-Out-TCP";"Découverte de réseau (UPnP-Sortie)";"Règle de trafic sortant pour la découverte du réseau qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP";"Découverte de réseau (NB-Nom-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-Out-UDP";"Découverte de réseau (NB-Nom-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"137";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP";"Découverte de réseau (NB-Datagramme-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-Out-UDP";"Découverte de réseau (NB-Datagramme-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"138";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-In-UDP";"Découverte de réseau (WSD-Entrée)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-DAS-In-UDP";"Découverte de réseau (WSD entrant)";"Règle de trafic entrant pour que Découverte de réseau découvre les périphériques par l’infrastructure d’association de périphériques. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\dashost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-Out-UDP";"Découverte de réseau (WSD-Sortie)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-In-UDP";"Découverte de réseau (LLMNR-UDP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la résolution LLMNR (Link Local Multicast Name Resolution). [UDP 5355]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-Out-UDP";"Découverte de réseau (LLMNR-UDP-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution LLMNR (Link Local Multicast Name Resolution). [UDP 5355]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP";"Découverte du réseau (Pub-WSD-In)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-Out-UDP";"Découverte du réseau (Pub WSD-Out)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP";"Découverte du réseau (WSD EventsSecure-In)";"Règle de trafic entrant pour que la Découverte du réseau autorise les événements WSDAPI sécurisés via la découverte des fonctions. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-Out-TCP";"Découverte du réseau (WSD EventsSecure-Out)";"Règle de trafic sortant pour que la Découverte du réseau autorise les événements WSDAPI via la découverte de fonctions. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"5358";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP";"Découverte du réseau (Événements WSD-Trafic entrant)";"Règle de trafic entrant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5357";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-Out-TCP";"Découverte du réseau (Événements WSD-Trafic sortant)";"Règle de trafic sortant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"5357";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"EventForwarder-In-TCP";"Moniteur d’événements distants (RPC)";"Règle de trafic entrant pour la surveillance d’événements distants via RPC/TCP.";"@FirewallAPI.dll,-36801";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\NetEvtFwdr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"EventForwarder-RPCSS-In-TCP";"Moniteur d’événements distants (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS autorisant la surveillance d’événements distants du trafic RPC/TCP.";"@FirewallAPI.dll,-36801";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-In-TCP-NoScope";"Gestion à distance (RPC) du Pare-feu Windows Defender";"Règle de trafic entrant pour que le Pare-feu Windows Defender soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-30002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"policyagent";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-RPCSS-In-TCP-NoScope";"Gestion à distance du Pare-feu Windows Defender (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le Pare-feu Windows Defender.";"@FirewallAPI.dll,-30002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-In-TCP";"Gestion à distance (RPC) du Pare-feu Windows Defender";"Règle de trafic entrant pour que le Pare-feu Windows Defender soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-30002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"policyagent";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-RPCSS-In-TCP";"Gestion à distance du Pare-feu Windows Defender (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le Pare-feu Windows Defender.";"@FirewallAPI.dll,-30002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Private-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Domain-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Public-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-Out-UDP-Private-Active";"mDNS (UDP-Sortie)";"Règle de trafic sortant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"5353";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-Out-UDP-Domain-Active";"mDNS (UDP-Sortie)";"Règle de trafic sortant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"5353";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-Out-UDP-Public-Active";"mDNS (UDP-Sortie)";"Règle de trafic sortant pour le trafic mDNS [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"False";"Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"5353";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-TCP";"Routeur AllJoyn (TCP entrant)";"Règle de trafic de routeur AllJoyn [TCP] entrant";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"9955";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-Out-TCP";"Routeur AllJoyn (TCP sortant)";"Règle de trafic de routeur AllJoyn [TCP] sortant";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
